year,age,variable,value
1940.0,20,zero,0.93
1941.0,20,zero,0.93
1942.0,20,zero,0.9306930693069307
1943.0,20,zero,0.9306930693069307
1944.0,20,zero,0.93
1944.0,20,zero,0.93
1945.0,20,zero,0.93
1946.0,20,zero,0.93
1947.0,20,zero,0.9207920792079208
1948.0,20,zero,0.9108910891089109
1949.0,20,zero,0.91
1949.0,20,zero,0.91
1950.0,20,zero,0.91
1951.0,20,zero,0.91
1952.0,20,zero,0.91
1953.0,20,zero,0.91
1954.0,20,zero,0.91
1954.0,20,zero,0.91
1955.0,20,zero,0.91
1956.0,20,zero,0.9090909090909091
1957.0,20,zero,0.9
1958.0,20,zero,0.89
1959.0,20,zero,0.88
1959.0,20,zero,0.88
1960.0,20,zero,0.87
1961.0,20,zero,0.8686868686868687
1962.0,20,zero,0.86
1963.0,20,zero,0.85
1964.0,20,zero,0.8484848484848485
1964.0,20,zero,0.8484848484848485
1965.0,20,zero,0.8383838383838383
1966.0,20,zero,0.83
1967.0,20,zero,0.83
1968.0,20,zero,0.82
1969.0,20,zero,0.82
1969.0,20,zero,0.82
1970.0,20,zero,0.8181818181818182
1971.0,20,zero,0.81
1972.0,20,zero,0.8080808080808081
1973.0,20,zero,0.81
1974.0,20,zero,0.82
1974.0,20,zero,0.82
1975.0,20,zero,0.82
1976.0,20,zero,0.84
1977.0,20,zero,0.85
1978.0,20,zero,0.8686868686868687
1979.0,20,zero,0.8787878787878788
1979.0,20,zero,0.8787878787878788
1980.0,20,zero,0.8787878787878788
1981.0,20,zero,0.8787878787878788
1982.0,20,zero,0.88
1983.0,20,zero,0.8888888888888888
1984.0,20,zero,0.89
1984.0,20,zero,0.89
1985.0,20,zero,0.89
1986.0,20,zero,0.89
1987.0,20,zero,0.88
1988.0,20,zero,0.88
1989.0,20,zero,0.8787878787878788
1989.0,20,zero,0.8787878787878788
1990.0,20,zero,0.87
1991.0,20,zero,0.87
1992.0,20,zero,0.87
1993.0,20,zero,0.87
1994.0,20,zero,0.88
1994.0,20,zero,0.88
1995.0,20,zero,0.88
1996.0,20,zero,0.88
1997.0,20,zero,0.88
1998.0,20,zero,0.88
1999.0,20,zero,0.87
1999.0,20,zero,0.87
2000.0,20,zero,0.87
2001.0,20,zero,0.87
2002.0,20,zero,0.87
2003.0,20,zero,0.88
2004.0,20,zero,0.8888888888888888
2004.0,20,zero,0.8888888888888888
2005.0,20,zero,0.89
2006.0,20,zero,0.89
2007.0,20,zero,0.89
2008.0,20,zero,0.89
2009.0,20,zero,0.89
2009.0,20,zero,0.89
2010.0,20,zero,0.89
2011.0,20,zero,0.9
2012.0,20,zero,0.900990099009901
2013.0,20,zero,0.9191919191919192
2014.0,20,zero,0.9292929292929293
2014.0,20,zero,0.9292929292929293
2015.0,20,zero,0.93
2016.0,20,zero,0.94
2017.0,20,zero,0.9494949494949495
2018.0,20,zero,0.9494949494949495
2019.0,20,zero,0.95
2019.0,20,zero,0.95
2020.0,20,zero,0.95
2020.0,20,zero,0.95
1941.0,21,zero,0.89
1942.0,21,zero,0.88
1943.0,21,zero,0.88
1944.0,21,zero,0.8888888888888888
1945.0,21,zero,0.8712871287128713
1945.0,21,zero,0.8712871287128713
1946.0,21,zero,0.8712871287128713
1947.0,21,zero,0.87
1948.0,21,zero,0.85
1949.0,21,zero,0.85
1950.0,21,zero,0.8484848484848485
1950.0,21,zero,0.8484848484848485
1951.0,21,zero,0.84
1952.0,21,zero,0.84
1953.0,21,zero,0.84
1954.0,21,zero,0.84
1955.0,21,zero,0.8383838383838383
1955.0,21,zero,0.8383838383838383
1956.0,21,zero,0.8383838383838383
1957.0,21,zero,0.8282828282828283
1958.0,21,zero,0.82
1959.0,21,zero,0.8
1960.0,21,zero,0.79
1960.0,21,zero,0.79
1961.0,21,zero,0.7878787878787878
1962.0,21,zero,0.77
1963.0,21,zero,0.77
1964.0,21,zero,0.76
1965.0,21,zero,0.7575757575757576
1965.0,21,zero,0.7575757575757576
1966.0,21,zero,0.7474747474747475
1967.0,21,zero,0.74
1968.0,21,zero,0.75
1969.0,21,zero,0.74
1970.0,21,zero,0.74
1970.0,21,zero,0.74
1971.0,21,zero,0.74
1972.0,21,zero,0.73
1973.0,21,zero,0.73
1974.0,21,zero,0.74
1975.0,21,zero,0.7524752475247525
1975.0,21,zero,0.7524752475247525
1976.0,21,zero,0.77
1977.0,21,zero,0.78
1978.0,21,zero,0.8
1979.0,21,zero,0.801980198019802
1980.0,21,zero,0.8118811881188119
1980.0,21,zero,0.8118811881188119
1981.0,21,zero,0.82
1982.0,21,zero,0.82
1983.0,21,zero,0.83
1984.0,21,zero,0.8316831683168316
1985.0,21,zero,0.8415841584158416
1985.0,21,zero,0.8415841584158416
1986.0,21,zero,0.8415841584158416
1987.0,21,zero,0.8316831683168316
1988.0,21,zero,0.8316831683168316
1989.0,21,zero,0.8217821782178217
1990.0,21,zero,0.8217821782178217
1990.0,21,zero,0.8217821782178217
1991.0,21,zero,0.82
1992.0,21,zero,0.8217821782178217
1993.0,21,zero,0.8217821782178217
1994.0,21,zero,0.8217821782178217
1995.0,21,zero,0.83
1995.0,21,zero,0.83
1996.0,21,zero,0.84
1997.0,21,zero,0.8316831683168316
1998.0,21,zero,0.83
1999.0,21,zero,0.83
2000.0,21,zero,0.83
2000.0,21,zero,0.83
2001.0,21,zero,0.83
2002.0,21,zero,0.8217821782178217
2003.0,21,zero,0.83
2004.0,21,zero,0.84
2005.0,21,zero,0.8484848484848485
2005.0,21,zero,0.8484848484848485
2006.0,21,zero,0.8585858585858586
2007.0,21,zero,0.8484848484848485
2008.0,21,zero,0.8585858585858586
2009.0,21,zero,0.8585858585858586
2010.0,21,zero,0.8585858585858586
2010.0,21,zero,0.8585858585858586
2011.0,21,zero,0.8585858585858586
2012.0,21,zero,0.8686868686868687
2013.0,21,zero,0.8787878787878788
2014.0,21,zero,0.88
2015.0,21,zero,0.9
2015.0,21,zero,0.9
2016.0,21,zero,0.9
2017.0,21,zero,0.9191919191919192
2018.0,21,zero,0.9191919191919192
2019.0,21,zero,0.92
2020.0,21,zero,0.92
2020.0,21,zero,0.92
1942.0,22,zero,0.83
1943.0,22,zero,0.82
1944.0,22,zero,0.8181818181818182
1945.0,22,zero,0.81
1946.0,22,zero,0.81
1946.0,22,zero,0.81
1947.0,22,zero,0.8
1948.0,22,zero,0.7623762376237624
1949.0,22,zero,0.76
1950.0,22,zero,0.76
1951.0,22,zero,0.76
1951.0,22,zero,0.76
1952.0,22,zero,0.76
1953.0,22,zero,0.76
1954.0,22,zero,0.76
1955.0,22,zero,0.7575757575757576
1956.0,22,zero,0.75
1956.0,22,zero,0.75
1957.0,22,zero,0.7474747474747475
1958.0,22,zero,0.73
1959.0,22,zero,0.7272727272727273
1960.0,22,zero,0.71
1961.0,22,zero,0.7
1961.0,22,zero,0.7
1962.0,22,zero,0.69
1963.0,22,zero,0.67
1964.0,22,zero,0.67
1965.0,22,zero,0.6767676767676768
1966.0,22,zero,0.66
1966.0,22,zero,0.66
1967.0,22,zero,0.65
1968.0,22,zero,0.6565656565656566
1969.0,22,zero,0.6666666666666666
1970.0,22,zero,0.6666666666666666
1971.0,22,zero,0.6666666666666666
1971.0,22,zero,0.6666666666666666
1972.0,22,zero,0.6666666666666666
1973.0,22,zero,0.6666666666666666
1974.0,22,zero,0.67
1975.0,22,zero,0.68
1976.0,22,zero,0.693069306930693
1976.0,22,zero,0.693069306930693
1977.0,22,zero,0.71
1978.0,22,zero,0.7373737373737373
1979.0,22,zero,0.7474747474747475
1980.0,22,zero,0.7575757575757576
1981.0,22,zero,0.7676767676767676
1981.0,22,zero,0.7676767676767676
1982.0,22,zero,0.77
1983.0,22,zero,0.7777777777777778
1984.0,22,zero,0.78
1985.0,22,zero,0.79
1986.0,22,zero,0.8
1986.0,22,zero,0.8
1987.0,22,zero,0.8
1988.0,22,zero,0.8
1989.0,22,zero,0.79
1990.0,22,zero,0.78
1991.0,22,zero,0.78
1991.0,22,zero,0.78
1992.0,22,zero,0.78
1993.0,22,zero,0.7878787878787878
1994.0,22,zero,0.79
1995.0,22,zero,0.797979797979798
1996.0,22,zero,0.8
1996.0,22,zero,0.8
1997.0,22,zero,0.8
1998.0,22,zero,0.8
1999.0,22,zero,0.797979797979798
2000.0,22,zero,0.797979797979798
2001.0,22,zero,0.79
2001.0,22,zero,0.79
2002.0,22,zero,0.79
2003.0,22,zero,0.79
2004.0,22,zero,0.797979797979798
2005.0,22,zero,0.8
2006.0,22,zero,0.8080808080808081
2006.0,22,zero,0.8080808080808081
2007.0,22,zero,0.81
2008.0,22,zero,0.8080808080808081
2009.0,22,zero,0.8080808080808081
2010.0,22,zero,0.81
2011.0,22,zero,0.81
2011.0,22,zero,0.81
2012.0,22,zero,0.8118811881188119
2013.0,22,zero,0.83
2014.0,22,zero,0.8484848484848485
2015.0,22,zero,0.8514851485148515
2016.0,22,zero,0.8613861386138614
2016.0,22,zero,0.8613861386138614
2017.0,22,zero,0.87
2018.0,22,zero,0.88
2019.0,22,zero,0.89
2020.0,22,zero,0.89
2020.0,22,zero,0.89
1943.0,23,zero,0.75
1944.0,23,zero,0.74
1945.0,23,zero,0.7373737373737373
1946.0,23,zero,0.73
1947.0,23,zero,0.72
1947.0,23,zero,0.72
1948.0,23,zero,0.69
1949.0,23,zero,0.68
1950.0,23,zero,0.6767676767676768
1951.0,23,zero,0.6767676767676768
1952.0,23,zero,0.68
1952.0,23,zero,0.68
1953.0,23,zero,0.6767676767676768
1954.0,23,zero,0.6767676767676768
1955.0,23,zero,0.67
1956.0,23,zero,0.66
1957.0,23,zero,0.6565656565656566
1957.0,23,zero,0.6565656565656566
1958.0,23,zero,0.6336633663366337
1959.0,23,zero,0.63
1960.0,23,zero,0.62
1961.0,23,zero,0.6039603960396039
1962.0,23,zero,0.6
1962.0,23,zero,0.6
1963.0,23,zero,0.58
1964.0,23,zero,0.5643564356435643
1965.0,23,zero,0.57
1966.0,23,zero,0.57
1967.0,23,zero,0.5643564356435643
1967.0,23,zero,0.5643564356435643
1968.0,23,zero,0.56
1969.0,23,zero,0.56
1970.0,23,zero,0.58
1971.0,23,zero,0.5742574257425742
1972.0,23,zero,0.59
1972.0,23,zero,0.59
1973.0,23,zero,0.59
1974.0,23,zero,0.6
1975.0,23,zero,0.6039603960396039
1976.0,23,zero,0.62
1977.0,23,zero,0.6435643564356436
1977.0,23,zero,0.6435643564356436
1978.0,23,zero,0.6666666666666666
1979.0,23,zero,0.6868686868686869
1980.0,23,zero,0.6868686868686869
1981.0,23,zero,0.696969696969697
1982.0,23,zero,0.71
1982.0,23,zero,0.71
1983.0,23,zero,0.7171717171717171
1984.0,23,zero,0.7272727272727273
1985.0,23,zero,0.7373737373737373
1986.0,23,zero,0.7474747474747475
1987.0,23,zero,0.75
1987.0,23,zero,0.75
1988.0,23,zero,0.75
1989.0,23,zero,0.75
1990.0,23,zero,0.74
1991.0,23,zero,0.7373737373737373
1992.0,23,zero,0.7373737373737373
1992.0,23,zero,0.7373737373737373
1993.0,23,zero,0.7326732673267327
1994.0,23,zero,0.7474747474747475
1995.0,23,zero,0.75
1996.0,23,zero,0.76
1997.0,23,zero,0.76
1997.0,23,zero,0.76
1998.0,23,zero,0.76
1999.0,23,zero,0.76
2000.0,23,zero,0.7575757575757576
2001.0,23,zero,0.7676767676767676
2002.0,23,zero,0.7575757575757576
2002.0,23,zero,0.7575757575757576
2003.0,23,zero,0.7575757575757576
2004.0,23,zero,0.75
2005.0,23,zero,0.76
2006.0,23,zero,0.7676767676767676
2007.0,23,zero,0.7676767676767676
2007.0,23,zero,0.7676767676767676
2008.0,23,zero,0.7777777777777778
2009.0,23,zero,0.7676767676767676
2010.0,23,zero,0.7676767676767676
2011.0,23,zero,0.7777777777777778
2012.0,23,zero,0.7777777777777778
2012.0,23,zero,0.7777777777777778
2013.0,23,zero,0.7878787878787878
2014.0,23,zero,0.8080808080808081
2015.0,23,zero,0.8181818181818182
2016.0,23,zero,0.83
2017.0,23,zero,0.84
2017.0,23,zero,0.84
2018.0,23,zero,0.8484848484848485
2019.0,23,zero,0.85
2020.0,23,zero,0.86
2020.0,23,zero,0.86
1944.0,24,zero,0.6732673267326733
1945.0,24,zero,0.6534653465346535
1946.0,24,zero,0.66
1947.0,24,zero,0.64
1948.0,24,zero,0.6
1948.0,24,zero,0.6
1949.0,24,zero,0.6
1950.0,24,zero,0.5959595959595959
1951.0,24,zero,0.59
1952.0,24,zero,0.59
1953.0,24,zero,0.594059405940594
1953.0,24,zero,0.594059405940594
1954.0,24,zero,0.5841584158415841
1955.0,24,zero,0.5841584158415841
1956.0,24,zero,0.5841584158415841
1957.0,24,zero,0.5757575757575758
1958.0,24,zero,0.55
1958.0,24,zero,0.55
1959.0,24,zero,0.55
1960.0,24,zero,0.54
1961.0,24,zero,0.53
1962.0,24,zero,0.52
1963.0,24,zero,0.49504950495049505
1963.0,24,zero,0.49504950495049505
1964.0,24,zero,0.49
1965.0,24,zero,0.48
1966.0,24,zero,0.48
1967.0,24,zero,0.48
1968.0,24,zero,0.48
1968.0,24,zero,0.48
1969.0,24,zero,0.4752475247524752
1970.0,24,zero,0.48
1971.0,24,zero,0.504950495049505
1972.0,24,zero,0.5
1973.0,24,zero,0.52
1973.0,24,zero,0.52
1974.0,24,zero,0.5247524752475248
1975.0,24,zero,0.5454545454545454
1976.0,24,zero,0.55
1977.0,24,zero,0.5643564356435643
1978.0,24,zero,0.59
1978.0,24,zero,0.59
1979.0,24,zero,0.6060606060606061
1980.0,24,zero,0.61
1981.0,24,zero,0.62
1982.0,24,zero,0.64
1983.0,24,zero,0.65
1983.0,24,zero,0.65
1984.0,24,zero,0.66
1985.0,24,zero,0.67
1986.0,24,zero,0.6732673267326733
1987.0,24,zero,0.69
1988.0,24,zero,0.7
1988.0,24,zero,0.7
1989.0,24,zero,0.7
1990.0,24,zero,0.7
1991.0,24,zero,0.69
1992.0,24,zero,0.69
1993.0,24,zero,0.69
1993.0,24,zero,0.69
1994.0,24,zero,0.69
1995.0,24,zero,0.7
1996.0,24,zero,0.7029702970297029
1997.0,24,zero,0.72
1998.0,24,zero,0.72
1998.0,24,zero,0.72
1999.0,24,zero,0.72
2000.0,24,zero,0.72
2001.0,24,zero,0.72
2002.0,24,zero,0.72
2003.0,24,zero,0.72
2003.0,24,zero,0.72
2004.0,24,zero,0.7272727272727273
2005.0,24,zero,0.72
2006.0,24,zero,0.7272727272727273
2007.0,24,zero,0.7272727272727273
2008.0,24,zero,0.7373737373737373
2008.0,24,zero,0.7373737373737373
2009.0,24,zero,0.7373737373737373
2010.0,24,zero,0.7373737373737373
2011.0,24,zero,0.7272727272727273
2012.0,24,zero,0.7373737373737373
2013.0,24,zero,0.7373737373737373
2013.0,24,zero,0.7373737373737373
2014.0,24,zero,0.75
2015.0,24,zero,0.77
2016.0,24,zero,0.78
2017.0,24,zero,0.797979797979798
2018.0,24,zero,0.801980198019802
2018.0,24,zero,0.801980198019802
2019.0,24,zero,0.8181818181818182
2020.0,24,zero,0.8282828282828283
2020.0,24,zero,0.8282828282828283
1945.0,25,zero,0.594059405940594
1946.0,25,zero,0.59
1947.0,25,zero,0.5643564356435643
1948.0,25,zero,0.53
1949.0,25,zero,0.5148514851485149
1949.0,25,zero,0.5148514851485149
1950.0,25,zero,0.52
1951.0,25,zero,0.5148514851485149
1952.0,25,zero,0.52
1953.0,25,zero,0.52
1954.0,25,zero,0.52
1954.0,25,zero,0.52
1955.0,25,zero,0.5151515151515151
1956.0,25,zero,0.51
1957.0,25,zero,0.5
1958.0,25,zero,0.48514851485148514
1959.0,25,zero,0.47
1959.0,25,zero,0.47
1960.0,25,zero,0.46
1961.0,25,zero,0.46
1962.0,25,zero,0.45
1963.0,25,zero,0.43
1964.0,25,zero,0.4158415841584158
1964.0,25,zero,0.4158415841584158
1965.0,25,zero,0.41
1966.0,25,zero,0.39603960396039606
1967.0,25,zero,0.4
1968.0,25,zero,0.41
1969.0,25,zero,0.41
1969.0,25,zero,0.41
1970.0,25,zero,0.4
1971.0,25,zero,0.41
1972.0,25,zero,0.43564356435643564
1973.0,25,zero,0.44
1974.0,25,zero,0.45
1974.0,25,zero,0.45
1975.0,25,zero,0.47
1976.0,25,zero,0.4752475247524752
1977.0,25,zero,0.5050505050505051
1978.0,25,zero,0.52
1979.0,25,zero,0.54
1979.0,25,zero,0.54
1980.0,25,zero,0.54
1981.0,25,zero,0.55
1982.0,25,zero,0.5656565656565656
1983.0,25,zero,0.5858585858585859
1984.0,25,zero,0.6
1984.0,25,zero,0.6
1985.0,25,zero,0.61
1986.0,25,zero,0.62
1987.0,25,zero,0.63
1988.0,25,zero,0.64
1989.0,25,zero,0.65
1989.0,25,zero,0.65
1990.0,25,zero,0.65
1991.0,25,zero,0.65
1992.0,25,zero,0.6435643564356436
1993.0,25,zero,0.64
1994.0,25,zero,0.65
1994.0,25,zero,0.65
1995.0,25,zero,0.65
1996.0,25,zero,0.66
1997.0,25,zero,0.6767676767676768
1998.0,25,zero,0.68
1999.0,25,zero,0.68
1999.0,25,zero,0.68
2000.0,25,zero,0.69
2001.0,25,zero,0.68
2002.0,25,zero,0.68
2003.0,25,zero,0.6831683168316832
2004.0,25,zero,0.6732673267326733
2004.0,25,zero,0.6732673267326733
2005.0,25,zero,0.6732673267326733
2006.0,25,zero,0.68
2007.0,25,zero,0.6732673267326733
2008.0,25,zero,0.68
2009.0,25,zero,0.6831683168316832
2009.0,25,zero,0.6831683168316832
2010.0,25,zero,0.6831683168316832
2011.0,25,zero,0.68
2012.0,25,zero,0.68
2013.0,25,zero,0.69
2014.0,25,zero,0.7
2014.0,25,zero,0.7
2015.0,25,zero,0.71
2016.0,25,zero,0.7326732673267327
2017.0,25,zero,0.7425742574257426
2018.0,25,zero,0.76
2019.0,25,zero,0.77
2019.0,25,zero,0.77
2020.0,25,zero,0.78
2020.0,25,zero,0.78
1946.0,26,zero,0.55
1947.0,26,zero,0.504950495049505
1948.0,26,zero,0.48
1949.0,26,zero,0.46
1950.0,26,zero,0.45454545454545453
1950.0,26,zero,0.45454545454545453
1951.0,26,zero,0.45544554455445546
1952.0,26,zero,0.45544554455445546
1953.0,26,zero,0.46
1954.0,26,zero,0.45454545454545453
1955.0,26,zero,0.45454545454545453
1955.0,26,zero,0.45454545454545453
1956.0,26,zero,0.4444444444444444
1957.0,26,zero,0.44
1958.0,26,zero,0.43
1959.0,26,zero,0.41414141414141414
1960.0,26,zero,0.39
1960.0,26,zero,0.39
1961.0,26,zero,0.39
1962.0,26,zero,0.3838383838383838
1963.0,26,zero,0.37623762376237624
1964.0,26,zero,0.36363636363636365
1965.0,26,zero,0.35
1965.0,26,zero,0.35
1966.0,26,zero,0.34
1967.0,26,zero,0.32673267326732675
1968.0,26,zero,0.34
1969.0,26,zero,0.3434343434343434
1970.0,26,zero,0.3434343434343434
1970.0,26,zero,0.3434343434343434
1971.0,26,zero,0.34
1972.0,26,zero,0.3434343434343434
1973.0,26,zero,0.37
1974.0,26,zero,0.38
1975.0,26,zero,0.39
1975.0,26,zero,0.39
1976.0,26,zero,0.41414141414141414
1977.0,26,zero,0.43
1978.0,26,zero,0.44
1979.0,26,zero,0.46
1980.0,26,zero,0.48
1980.0,26,zero,0.48
1981.0,26,zero,0.48
1982.0,26,zero,0.5
1983.0,26,zero,0.504950495049505
1984.0,26,zero,0.53
1985.0,26,zero,0.54
1985.0,26,zero,0.54
1986.0,26,zero,0.55
1987.0,26,zero,0.57
1988.0,26,zero,0.58
1989.0,26,zero,0.58
1990.0,26,zero,0.5959595959595959
1990.0,26,zero,0.5959595959595959
1991.0,26,zero,0.6
1992.0,26,zero,0.6
1993.0,26,zero,0.594059405940594
1994.0,26,zero,0.594059405940594
1995.0,26,zero,0.6
1995.0,26,zero,0.6
1996.0,26,zero,0.6039603960396039
1997.0,26,zero,0.62
1998.0,26,zero,0.6363636363636364
1999.0,26,zero,0.64
2000.0,26,zero,0.64
2000.0,26,zero,0.64
2001.0,26,zero,0.6435643564356436
2002.0,26,zero,0.65
2003.0,26,zero,0.65
2004.0,26,zero,0.65
2005.0,26,zero,0.64
2005.0,26,zero,0.64
2006.0,26,zero,0.6464646464646465
2007.0,26,zero,0.64
2008.0,26,zero,0.6336633663366337
2009.0,26,zero,0.64
2010.0,26,zero,0.6435643564356436
2010.0,26,zero,0.6435643564356436
2011.0,26,zero,0.6435643564356436
2012.0,26,zero,0.64
2013.0,26,zero,0.64
2014.0,26,zero,0.6565656565656566
2015.0,26,zero,0.66
2015.0,26,zero,0.66
2016.0,26,zero,0.68
2017.0,26,zero,0.7
2018.0,26,zero,0.71
2019.0,26,zero,0.7272727272727273
2020.0,26,zero,0.7326732673267327
2020.0,26,zero,0.7326732673267327
1947.0,27,zero,0.47
1948.0,27,zero,0.42
1949.0,27,zero,0.4158415841584158
1950.0,27,zero,0.4
1951.0,27,zero,0.4
1951.0,27,zero,0.4
1952.0,27,zero,0.40404040404040403
1953.0,27,zero,0.4
1954.0,27,zero,0.4
1955.0,27,zero,0.3939393939393939
1956.0,27,zero,0.3939393939393939
1956.0,27,zero,0.3939393939393939
1957.0,27,zero,0.38
1958.0,27,zero,0.37623762376237624
1959.0,27,zero,0.36633663366336633
1960.0,27,zero,0.35
1961.0,27,zero,0.33
1961.0,27,zero,0.33
1962.0,27,zero,0.32673267326732675
1963.0,27,zero,0.32
1964.0,27,zero,0.31313131313131315
1965.0,27,zero,0.297029702970297
1966.0,27,zero,0.29292929292929293
1966.0,27,zero,0.29292929292929293
1967.0,27,zero,0.28
1968.0,27,zero,0.2727272727272727
1969.0,27,zero,0.28
1970.0,27,zero,0.29292929292929293
1971.0,27,zero,0.29
1971.0,27,zero,0.29
1972.0,27,zero,0.28
1973.0,27,zero,0.29
1974.0,27,zero,0.32
1975.0,27,zero,0.32323232323232326
1976.0,27,zero,0.3434343434343434
1976.0,27,zero,0.3434343434343434
1977.0,27,zero,0.36
1978.0,27,zero,0.37623762376237624
1979.0,27,zero,0.3939393939393939
1980.0,27,zero,0.4
1981.0,27,zero,0.42
1981.0,27,zero,0.42
1982.0,27,zero,0.43
1983.0,27,zero,0.4444444444444444
1984.0,27,zero,0.45544554455445546
1985.0,27,zero,0.47
1986.0,27,zero,0.48514851485148514
1986.0,27,zero,0.48514851485148514
1987.0,27,zero,0.5
1988.0,27,zero,0.51
1989.0,27,zero,0.5252525252525253
1990.0,27,zero,0.53
1991.0,27,zero,0.5454545454545454
1991.0,27,zero,0.5454545454545454
1992.0,27,zero,0.5555555555555556
1993.0,27,zero,0.5555555555555556
1994.0,27,zero,0.5555555555555556
1995.0,27,zero,0.55
1996.0,27,zero,0.56
1996.0,27,zero,0.56
1997.0,27,zero,0.56
1998.0,27,zero,0.57
1999.0,27,zero,0.59
2000.0,27,zero,0.594059405940594
2001.0,27,zero,0.6
2001.0,27,zero,0.6
2002.0,27,zero,0.61
2003.0,27,zero,0.6161616161616161
2004.0,27,zero,0.61
2005.0,27,zero,0.6039603960396039
2006.0,27,zero,0.6060606060606061
2006.0,27,zero,0.6060606060606061
2007.0,27,zero,0.6
2008.0,27,zero,0.6
2009.0,27,zero,0.5959595959595959
2010.0,27,zero,0.6
2011.0,27,zero,0.6
2011.0,27,zero,0.6
2012.0,27,zero,0.6
2013.0,27,zero,0.6060606060606061
2014.0,27,zero,0.6
2015.0,27,zero,0.61
2016.0,27,zero,0.6237623762376238
2016.0,27,zero,0.6237623762376238
2017.0,27,zero,0.6336633663366337
2018.0,27,zero,0.6666666666666666
2019.0,27,zero,0.6767676767676768
2020.0,27,zero,0.68
2020.0,27,zero,0.68
1948.0,28,zero,0.40404040404040403
1949.0,28,zero,0.36633663366336633
1950.0,28,zero,0.37
1951.0,28,zero,0.36
1952.0,28,zero,0.35353535353535354
1952.0,28,zero,0.35353535353535354
1953.0,28,zero,0.36
1954.0,28,zero,0.35
1955.0,28,zero,0.35
1956.0,28,zero,0.35
1957.0,28,zero,0.35
1957.0,28,zero,0.35
1958.0,28,zero,0.32673267326732675
1959.0,28,zero,0.32323232323232326
1960.0,28,zero,0.32
1961.0,28,zero,0.30303030303030304
1962.0,28,zero,0.28
1962.0,28,zero,0.28
1963.0,28,zero,0.28
1964.0,28,zero,0.26732673267326734
1965.0,28,zero,0.27
1966.0,28,zero,0.25252525252525254
1967.0,28,zero,0.25252525252525254
1967.0,28,zero,0.25252525252525254
1968.0,28,zero,0.24
1969.0,28,zero,0.23232323232323232
1970.0,28,zero,0.24
1971.0,28,zero,0.25
1972.0,28,zero,0.24242424242424243
1972.0,28,zero,0.24242424242424243
1973.0,28,zero,0.24
1974.0,28,zero,0.24242424242424243
1975.0,28,zero,0.28
1976.0,28,zero,0.27722772277227725
1977.0,28,zero,0.297029702970297
1977.0,28,zero,0.297029702970297
1978.0,28,zero,0.32
1979.0,28,zero,0.3333333333333333
1980.0,28,zero,0.34
1981.0,28,zero,0.35353535353535354
1982.0,28,zero,0.37
1982.0,28,zero,0.37
1983.0,28,zero,0.38
1984.0,28,zero,0.4
1985.0,28,zero,0.41
1986.0,28,zero,0.43434343434343436
1987.0,28,zero,0.4444444444444444
1987.0,28,zero,0.4444444444444444
1988.0,28,zero,0.45454545454545453
1989.0,28,zero,0.46464646464646464
1990.0,28,zero,0.48
1991.0,28,zero,0.48
1992.0,28,zero,0.49504950495049505
1992.0,28,zero,0.49504950495049505
1993.0,28,zero,0.5
1994.0,28,zero,0.49504950495049505
1995.0,28,zero,0.5
1996.0,28,zero,0.5050505050505051
1997.0,28,zero,0.5151515151515151
1997.0,28,zero,0.5151515151515151
1998.0,28,zero,0.5148514851485149
1999.0,28,zero,0.5353535353535354
2000.0,28,zero,0.5454545454545454
2001.0,28,zero,0.5555555555555556
2002.0,28,zero,0.5656565656565656
2002.0,28,zero,0.5656565656565656
2003.0,28,zero,0.57
2004.0,28,zero,0.57
2005.0,28,zero,0.56
2006.0,28,zero,0.57
2007.0,28,zero,0.5544554455445545
2007.0,28,zero,0.5544554455445545
2008.0,28,zero,0.5544554455445545
2009.0,28,zero,0.5555555555555556
2010.0,28,zero,0.55
2011.0,28,zero,0.5555555555555556
2012.0,28,zero,0.5555555555555556
2012.0,28,zero,0.5555555555555556
2013.0,28,zero,0.56
2014.0,28,zero,0.56
2015.0,28,zero,0.5656565656565656
2016.0,28,zero,0.5757575757575758
2017.0,28,zero,0.58
2017.0,28,zero,0.58
2018.0,28,zero,0.59
2019.0,28,zero,0.62
2020.0,28,zero,0.63
2020.0,28,zero,0.63
1949.0,29,zero,0.3564356435643564
1950.0,29,zero,0.33
1951.0,29,zero,0.33
1952.0,29,zero,0.32
1953.0,29,zero,0.32
1953.0,29,zero,0.32
1954.0,29,zero,0.31683168316831684
1955.0,29,zero,0.32
1956.0,29,zero,0.31313131313131315
1957.0,29,zero,0.31
1958.0,29,zero,0.3
1958.0,29,zero,0.3
1959.0,29,zero,0.29
1960.0,29,zero,0.28
1961.0,29,zero,0.2828282828282828
1962.0,29,zero,0.25742574257425743
1963.0,29,zero,0.24
1963.0,29,zero,0.24
1964.0,29,zero,0.24
1965.0,29,zero,0.23
1966.0,29,zero,0.23
1967.0,29,zero,0.22
1968.0,29,zero,0.21212121212121213
1968.0,29,zero,0.21212121212121213
1969.0,29,zero,0.21
1970.0,29,zero,0.2
1971.0,29,zero,0.21
1972.0,29,zero,0.22
1973.0,29,zero,0.21
1973.0,29,zero,0.21
1974.0,29,zero,0.2079207920792079
1975.0,29,zero,0.21
1976.0,29,zero,0.24242424242424243
1977.0,29,zero,0.24
1978.0,29,zero,0.26262626262626265
1978.0,29,zero,0.26262626262626265
1979.0,29,zero,0.28
1980.0,29,zero,0.29
1981.0,29,zero,0.297029702970297
1982.0,29,zero,0.31
